pl_name,hostname,pl_eqt,pl_rade,pl_orbsmax,pl_masse,st_teff,st_lum
TOI-1853 b,TOI-1853,1479.0,3.46,0.0213,73.2,4985.0,-0.43227
TOI-1855 b,TOI-1855,1701.0,18.49481816,0.02398,360.09958513,5359.0,-0.09474
TOI-1898 b,TOI-1898,674.54,9.39553231,0.269,129.0,6241.0,0.55121
TOI-1937 A b,TOI-1937 A,2097.0,13.97759893,0.01932,638.83509807,5814.0,0.0799
TOI-1994 b,TOI-1994,2290.0,13.67495645,0.0613,7024.0077947,7700.0,1.22272
TOI-2000 b,TOI-2000,1488.0,2.7,0.04271,11.0,5611.0,0.05956
TOI-2000 c,TOI-2000,1038.0,8.14,0.0878,81.7,5611.0,0.05956
TOI-201 b,TOI-201,759.0,11.298672,0.3,133.4886,6394.0,0.41497
TOI-2010 b,TOI-2010,400.2,11.81426566,0.5516,408.7273314,5929.0,0.11361
TOI-2015 b,TOI-2015,512.0,3.39,0.0301,16.4,3194.0,-1.97881
TOI-2015 b,TOI-2015,530.9,3.309,0.029322,9.2,3297.0,-1.49214
TOI-2019 b,TOI-2019,917.46,5.33275337,0.128,34.4,5626.0,0.44075
TOI-2025 b,TOI-2025,1166.0,11.89272852,0.0892,1144.1822652,5977.0,0.38739
TOI-2031 A b,TOI-2031 A,1358.0,14.20177855,0.066,254.2627256,6490.0,0.39094
TOI-2076 b,TOI-2076,687.68,2.77062554,0.088,16.1,5192.0,-0.37779
TOI-2076 c,TOI-2076,543.16,3.69441587,0.142,55.0,5192.0,-0.37779
TOI-2076 d,TOI-2076,457.68,3.43087751,0.199,29.0,5192.0,-0.37779
TOI-2088 b,TOI-2088,300.33,3.6831179,0.472,37.0,5081.0,-0.36151
TOI-2095 b,TOI-2095,347.0,1.25,0.101,4.1,3759.0,-1.45892
TOI-2095 c,TOI-2095,297.0,1.33,0.137,7.4,3759.0,-1.45892
TOI-2107 b,TOI-2107,1397.0,13.57407563,0.03515,263.79757781,5627.0,-0.10458
TOI-2109 b,TOI-2109,3646.0,15.098497,0.01791,1595.49860314,6540.0,0.67302
TOI-2120 b,TOI-2120,384.0,2.122,0.0377,6.8,3131.0,-2.28651
TOI-2128 b,TOI-2128,780.53,2.08874836,0.127,4.5,5968.0,0.15625
TOI-2134 b,TOI-2134,666.0,2.69,0.078,9.13,4580.0,-0.7167
TOI-2134 c,TOI-2134,306.0,7.27,0.371,41.89,4580.0,-0.7167
TOI-2136 b,TOI-2136,403.0,2.09,0.054,15.0,3366.0,-1.88606
TOI-2136 b,TOI-2136,395.0,2.19,0.057,6.37,3342.0,-1.88606
TOI-2136 b,TOI-2136,378.0,2.2,0.0533,4.7,3373.0,-1.86328
TOI-2141 b,TOI-2141,722.0,3.05,0.133,24.0,5659.0,-0.05
TOI-2145 b,TOI-2145,1484.0,11.98240037,0.1108,1671.77742082,6177.0,0.99651
TOI-2145 b,TOI-2145,1363.43,12.41899699,0.111,1767.0,6200.0,1.00664
TOI-2152 A b,TOI-2152,1802.0,14.35870428,0.05064,899.45439181,6630.0,0.65321
TOI-2154 b,TOI-2154,1580.0,16.28664896,0.0513,292.40213444,6280.0,0.43457
TOI-2169 A b,TOI-2169 A,1364.0,12.50922246,0.0896,329.58805806,6270.0,0.66558
TOI-2180 b,TOI-2180,348.0,11.32107051,0.828,875.61726129,5695.0,0.40552
TOI-2193 A b,TOI-2193 A,1763.0,19.83989584,0.03319,298.75870258,5966.0,0.25018
TOI-2196 b,TOI-2196,1860.0,3.51,0.02234,26.0,5634.0,-0.00436
TOI-2207 b,TOI-2207,1259.0,11.1529358,0.0854,203.41018048,6101.0,0.4843
TOI-2236 b,TOI-2236,1688.0,14.36991326,0.05009,502.16888306,6248.0,0.53275
TOI-2285 b,TOI-2285,284.0,1.74,0.1363,19.5,3491.0,-1.54212
TOI-2295 b,TOI-2295,747.0,16.47720163,0.1992,278.09985612,5730.0,0.31387
TOI-2322 b,TOI-2322,603.1,0.994,0.0924,2.31,4664.0,-0.74232
TOI-2322 c,TOI-2322,496.8,1.874,0.1362,18.1,4664.0,-0.74232
TOI-2328 b,TOI-2328,842.0,9.97599282,0.127,50.85254512,5525.0,-0.17005
TOI-2338 b,TOI-2338,799.0,11.2089807,0.158,1900.61387386,5581.0,-0.01323
TOI-2346 b,TOI-2346,1689.0,16.11851425,0.0473,394.10722468,6480.0,0.48144
TOI-2364 b,TOI-2364,1091.0,8.60849718,0.04871,71.51139158,5306.0,-0.25181
TOI-2368 b,TOI-2368,1000.0,10.83908434,0.05649,206.58846455,5360.0,-0.27491
TOI-2373 b,TOI-2373,860.0,10.42435205,0.112,2955.8041851,5651.0,0.05115
TOI-238 b,TOI-238,1311.0,1.402,0.02118,3.4,5059.0,-0.47083
TOI-238 c,TOI-238,696.0,2.18,0.0749,6.7,5059.0,-0.47083
TOI-2382 b,TOI-2382,1426.0,12.25141591,0.059,235.19302118,6033.0,0.37967
TOI-2406 b,TOI-2406,449.0,2.86,0.02267,15.6,3100.0,-2.46218
TOI-2416 b,TOI-2416,1080.0,9.86390302,0.0831,953.485221,5808.0,0.197
TOI-2421 b,TOI-2421,1534.0,10.36830715,0.0543,105.83685953,5607.0,0.436
TOI-244 b,TOI-244,458.0,1.52,0.0559,2.68,3433.0,-1.64264
TOI-2443 b,TOI-2443,519.0,2.363,0.105,4.8,4375.0,-0.86487
TOI-2497 b,TOI-2497,1595.0,11.14172682,0.1166,1531.93292174,7360.0,1.16732
TOI-2524 b,TOI-2524,1100.0,11.2089807,0.073,203.41018048,5831.0,0.11628
TOI-2529 b,TOI-2529,636.0,11.54525012,0.327,743.71847238,5802.0,0.46389
TOI-2537 b,TOI-2537,338.0,11.25381662,0.3715,415.40172795,4870.0,-0.52143
TOI-2567 b,TOI-2567,1352.0,10.92875618,0.0672,63.88350981,5611.0,0.40483
TOI-257 b,TOI-257,1027.0,7.16253867,0.1528,43.86032017,6095.0,0.63649
TOI-2570 b,TOI-2570,1431.0,13.64132951,0.04145,260.61929374,5771.0,0.07882
TOI-2580 b,TOI-2580,2410.0,17.37392009,0.048,200.23189641,6120.0,0.61595
TOI-2583 A b,TOI-2583 A,1456.0,14.4595851,0.0571,79.45710175,5936.0,0.38828
TOI-2587 A b,TOI-2587 A,1445.0,12.07207221,0.0635,69.28659273,5760.0,0.47129
TOI-2589 b,TOI-2589,592.0,12.10569916,0.3,1112.3994245,5579.0,-0.00436
TOI-260 b,TOI-260,493.0,1.71,0.0943,4.23,4026.0,-1.05899
TOI-260 b,TOI-260,438.59,1.47291596,0.091,3.3,4050.0,-1.13668
TOI-2641 b,TOI-2641,1387.0,18.10250383,0.0607,122.6817651,6100.0,0.34044
TOI-270 b,TOI-270,581.0,1.206,0.03197,1.58,3506.0,-1.7122
TOI-270 c,TOI-270,488.0,2.355,0.04526,6.15,3506.0,-1.7122
TOI-270 d,TOI-270,387.0,2.133,0.0721,4.78,3506.0,-1.7122
TOI-2714 b,TOI-2714,1603.0,13.72,0.036,228.0,5665.0,0.16017
TOI-2796 b,TOI-2796,1205.0,17.26183028,0.0569,139.84449908,5764.0,0.05538
TOI-2803 A b,TOI-2803 A,1893.0,18.11371281,0.03185,309.88269682,6280.0,0.33646
TOI-2818 b,TOI-2818,1376.0,15.27784069,0.0493,225.65816897,5721.0,0.16435
TOI-2842 b,TOI-2842,1471.0,12.84549188,0.0475,117.59651059,5910.0,0.24551
TOI-286 b,TOI-286,979.0,1.42,0.0503,4.53,5152.0,-0.41364
TOI-286 c,TOI-286,475.0,1.88,0.213,3.72,5152.0,-0.41364
TOI-2876 b,TOI-2876,929.0,9.6397234,0.0654,54.03082919,5271.0,-0.27654
TOI-2886 b,TOI-2886,1978.0,18.6405349,0.02871,444.9597698,6240.0,0.32222
TOI-2969 b,TOI-2969,1186.0,12.32987877,0.0261,368.68095212,4738.0,-0.58503
TOI-2977 b,TOI-2977,1544.0,13.15934334,0.03386,533.95172376,5691.0,0.03703
TOI-2981 b,TOI-2981,1358.0,13.4,0.048,638.0,5940.0,0.11594
TOI-2986 b,TOI-2986,1622.0,9.292245,0.04489,96.61983573,5906.0,0.36773
TOI-2989 b,TOI-2989,1001.0,12.55405838,0.0384,953.485221,4672.0,-0.73755
TOI-2992 b,TOI-2992,1726.0,13.75341932,0.0434,1058.36859531,6000.0,0.4456
TOI-3023 b,TOI-3023,1596.0,16.43236571,0.0505,197.05361234,5760.0,0.44404
TOI-3135 b,TOI-3135,1292.0,13.65253849,0.04756,327.36325921,5890.0,0.02119
TOI-3160 A b,TOI-3160 A,1539.0,13.7646283,0.0505,378.21580433,6190.0,0.3784
TOI-3235 b,TOI-3235,604.0,11.39953337,0.02709,211.35589065,3388.8,-1.78968
TOI-3261 b,TOI-3261,1722.0,3.82,0.01714,30.3,5068.0,-0.36653
TOI-329 b,TOI-329,1213.02,4.94057819,0.0638,40.4,5614.0,0.3251
TOI-3321 b,TOI-3321,1616.0,15.55806521,0.047,176.07693748,5850.0,0.40483
TOI-3331 A b,TOI-3331 A,1488.0,12.97999965,0.03144,721.47048389,5609.0,-0.09313
TOI-3364 b,TOI-3364,1264.0,12.22899794,0.0675,530.77343969,5706.0,0.28556
TOI-3464 b,TOI-3464,1693.0,13.7646283,0.0515,397.28550875,6370.0,0.55871
TOI-3474 b,TOI-3474,1451.0,14.67255574,0.0502,193.87532827,6020.0,0.26951
TOI-3486 b,TOI-3486,1190.0,10.5700688,0.03138,99.16246298,4930.0,-0.4828
TOI-3523 A b,TOI-3523 A,1984.0,15.9727975,0.03559,435.42491759,6450.0,0.51455
TOI-3540 A b,TOI-3540 A,1498.0,23.53885947,0.04289,375.03752026,5810.0,0.19005
TOI-3568 b,TOI-3568,899.0,5.3,0.0485,26.4,4969.0,0.33
TOI-3593 b,TOI-3593,1170.0,11.02963701,0.0481,565.73456446,5550.0,-0.14146
TOI-3629 b,TOI-3629,711.0,8.29464572,0.04194,77.2323029,3865.0,-1.12494
TOI-3682 b,TOI-3682,1657.0,12.80065596,0.048,69.28659273,5703.0,0.45788
TOI-3688 A b,TOI-3688 A,1534.0,13.08088048,0.0456,311.47183886,5950.0,0.2833
TOI-3693 b,TOI-3693,801.0,12.59889431,0.0813,324.18497514,5321.0,-0.3439
TOI-3714 b,TOI-3714,764.0,11.14172682,0.0263,218.98377242,3652.0,-1.40671
TOI-3757 b,TOI-3757,759.0,12.0,0.03845,85.3,3913.0,-1.06048
TOI-3785 b,TOI-3785,582.0,5.14,0.043,14.95,3576.0,-1.43533
TOI-3807 b,TOI-3807,1646.0,18.49481816,0.0421,330.54154328,5772.0,0.33244
TOI-3819 b,TOI-3819,1633.0,13.13692538,0.04611,352.78953177,5859.0,0.39967
TOI-3837 b,TOI-3837,1178.0,10.87271128,0.099,187.51876013,5905.0,0.19618
TOI-3856 b,TOI-3856,1544.0,13.59649359,0.0325,171.62733978,5622.0,0.00087
TOI-3877 b,TOI-3877,1445.0,11.67975789,0.0529,99.7981198,5731.0,0.3075
TOI-3884 b,TOI-3884,463.0,6.0,0.0354,16.5,3269.0,-2.03152
TOI-3894 b,TOI-3894,1531.0,15.27784069,0.05354,260.61929374,6000.0,0.41896
TOI-3894 b,TOI-3894,1504.0,15.15454191,0.05539,279.68899816,6000.0,0.41896
TOI-3894 b,TOI-3894,1519.0,15.22179579,0.0543,270.15414595,6000.0,0.41896
TOI-3912 b,TOI-3912,1512.0,14.28024141,0.0463,129.03833324,5725.0,0.27323
TOI-3919 b,TOI-3919,1198.0,12.31866979,0.0795,1233.17421916,6100.0,0.33606
TOI-3976 A b,TOI-3976 A,1295.0,12.27383387,0.0743,55.61997123,5975.0,0.41296
TOI-3980 b,TOI-3980,1621.0,14.4595851,0.0494,187.51876013,5840.0,0.44248
TOI-406 c,TOI-406,584.0,1.32,0.0322,2.08,3392.0,-1.71444
TOI-406.01,TOI-406,368.0,2.08,0.0809,6.57,3392.0,-1.71444
TOI-4087 b,TOI-4087,1458.0,13.04725353,0.04469,232.01473711,6060.0,0.17609
TOI-4127 b,TOI-4127,605.1,12.28504285,0.3081,731.0053361,6096.0,0.31639
TOI-4137 b,TOI-4137,1570.0,13.57407563,0.05222,457.67290608,6202.0,0.43933
TOI-4145 A b,TOI-4145 A,1074.0,13.30506009,0.04823,136.66621501,5281.0,-0.28735
TOI-4153 b,TOI-4153,1669.0,16.11851425,0.06311,365.50266805,6860.0,0.71349
TOI-4201 b,TOI-4201,750.0,12.66614819,0.03924,816.81900599,3926.0,-1.09205
TOI-4201 b,TOI-4201,739.0,12.69,0.03944,825.0,3920.0,-1.09151
TOI-4201 b,TOI-4201,725.0,13.67495645,0.04,788.21444936,3794.0,-1.11919
TOI-4214 b,TOI-4214,1642.0,10.68215861,0.05018,165.27077164,6370.0,0.48287
TOI-4406 b,TOI-4406,904.0,11.2089807,0.201,95.3485221,6219.0,0.36173
TOI-4438 b,TOI-4438,435.0,2.52,0.0534,5.4,3422.0,-1.76802
TOI-4463 A b,TOI-4463 A,1395.0,13.26022417,0.04036,252.35575516,5640.0,0.01115
TOI-4487 A b,TOI-4487 A,1639.0,14.60530185,0.05448,397.28550875,6206.0,0.55267
TOI-4515 b,TOI-4515,705.0,12.17,0.118,637.0,5433.0,-0.23582
TOI-4600 b,TOI-4600,347.0,6.8,0.349,959.84178914,5170.0,-0.37675
TOI-4600 c,TOI-4600,191.0,9.42,1.152,2946.26933289,5170.0,-0.37675
TOI-4603 b,TOI-4603,1677.0,11.67975789,0.0888,4096.80816623,6264.0,1.01703
TOI-4734 b,TOI-4734,1468.0,10.9175472,0.074,61.65871096,6070.0,0.62428
TOI-4791 b,TOI-4791,1472.0,12.44196858,0.0555,734.18362017,6058.0,0.38021
TOI-4794 b,TOI-4794,1673.0,14.35870428,0.0492,308.29355479,6390.0,0.49969
TOI-480 b,TOI-480,1198.94,2.85372018,0.077,20.8,6174.0,0.46195
TOI-481 b,TOI-481,1370.0,11.09691,0.097,486.2799,5735.0,0.43457
TOI-4860 b,TOI-4860,624.0,8.47398941,0.01845,212.94503269,3390.0,-1.83565
TOI-4914 b,TOI-4914,894.0,12.87,0.098,227.0,5805.0,0.00903
TOI-4961 b,TOI-4961,919.0,12.34108775,0.0726,572.0911326,5380.0,-0.20135
TOI-4994 b,TOI-4994,717.6,8.54124329,0.1515,88.99195396,5640.0,0.0086
TOI-5027 b,TOI-5027,1056.0,10.76062147,0.093,642.01338214,5909.0,-0.03058
TOI-5076 b,TOI-5076,550.0,3.48935569,0.1481,16.14568308,4780.0,-0.47366
TOI-5110 b,TOI-5110,976.0,11.98240037,0.2157,921.7023803,6160.0,0.84696
TOI-5181 A b,TOI-5181 A,1585.0,13.34989601,0.0522,330.54154328,6060.0,0.45788
TOI-519 b,TOI-519,687.0,11.54525012,0.0159,147.15455244,3322.0,-1.85078
TOI-519 b,TOI-519,754.0,11.87031056,0.01648,166.85991368,3354.0,-1.83565
TOI-5205 b,TOI-5205,737.0,11.6,0.0199,343.0,3430.0,-1.7122
TOI-5210 b,TOI-5210,1286.0,10.72699453,0.0557,81.99972901,5723.0,0.15229
TOI-5218 b,TOI-5218,783.0,9.86,0.0469,657.0,4230.0,-0.82391
TOI-5232 b,TOI-5232,1772.0,12.778238,0.05593,743.71847238,6500.0,0.71265
TOI-530 b,TOI-530,565.0,9.30345398,0.052,127.1313628,3659.0,-1.3098
TOI-5300 b,TOI-5300,1043.0,9.86390302,0.0295,190.6970442,4610.0,-0.76195
TOI-5301 b,TOI-5301,1655.0,13.19297028,0.0726,1160.07368555,6240.0,0.81624
TOI-5301 b,TOI-5301,1648.0,13.09208946,0.073,1182.32167404,6240.0,0.81624
TOI-5301 b,TOI-5301,1682.0,13.5292397,0.06975,1080.6165838,6240.0,0.81624
TOI-532 b,TOI-532,867.0,5.82,0.0296,61.5,3927.0,-1.09528
TOI-5322 b,TOI-5322,1350.0,16.6117094,0.0604,184.02264765,5692.0,0.3075
TOI-5340 b,TOI-5340,1566.0,15.07607904,0.0628,270.15414595,5990.0,0.5955
TOI-5344 b,TOI-5344,689.0,10.60369574,0.04041,130.94530368,3747.0,-1.21254
TOI-5344 b,TOI-5344,679.0,9.7,0.04,135.0,3770.0,-1.24413
TOI-5386 A b,TOI-5386 A,1488.0,14.70618268,0.04856,155.10026262,6094.0,0.28488
TOI-5542 b,TOI-5542,441.0,11.30986153,0.332,419.53349724,5700.0,1.057
TOI-5573 b,TOI-5573,528.0,9.75,0.0712,112.0,3790.0,-1.15927
TOI-558 b,TOI-558,1061.0,12.17295304,0.1291,1147.36054927,6466.0,0.54654
TOI-559 b,TOI-559,1180.0,12.22899794,0.0723,1910.14872607,5925.0,0.22737
TOI-5592 b,TOI-5592,1789.0,17.14974047,0.03935,285.72773789,6237.0,0.4216
TOI-561 b,TOI-561,2310.0,1.425,0.0106,2.0,5372.0,-0.27327
TOI-561 b,TOI-561,2134.77,1.45661206,0.0104,3.0,5342.0,-0.26761
TOI-561 b,TOI-561,2480.0,1.45,0.01064,3.2,5326.0,-0.28233
TOI-561 c,TOI-561,800.0,2.91,0.0884,5.39,5372.0,-0.27327
TOI-561 c,TOI-561,738.68,2.92706747,0.087,6.9,5342.0,-0.26761
TOI-561 c,TOI-561,860.0,2.9,0.0888,7.0,5326.0,-0.28233
TOI-561 d,TOI-561,552.84,2.72148317,0.156,11.0,5342.0,-0.26761
TOI-561 d,TOI-561,598.0,2.82,0.158,13.2,5372.0,-0.27327
TOI-561 e,TOI-561,415.0,2.55,0.328,12.6,5372.0,-0.27327
TOI-5616 b,TOI-5616,939.0,10.78,0.0272,624.0,3996.0,-0.99268
TOI-5634 A b,TOI-5634 A,837.0,10.42,0.0272,588.0,3896.0,-1.24489
TOI-564 b,TOI-564,1714.0,11.43318,0.02734,464.98529,5640.0,0.03262
TOI-5688 A b,TOI-5688 A,742.0,10.3,0.03379,124.0,3713.0,-1.22841
TOI-5720 b,TOI-5720,708.0,1.09,0.018288,4.3,3325.0,-1.79183
TOI-5795 b,TOI-5795,1136.78,5.62,0.064,23.66,5715.0,0.05308
TOI-5800 b,TOI-5800,1119.0,2.68,0.0345,10.8,4830.0,-0.50864
TOI-5800 b,TOI-5800,1108.0,2.46,0.0344,9.5,4850.0,-0.51004
TOI-5817 b,TOI-5817,950.0,3.08,0.1223,10.3,5770.0,0.31175
TOI-5882 b,TOI-5882,1515.0,11.46678726,0.0804,6995.40323807,5920.0,0.75358
TOI-5882 b,TOI-5882,1537.0,11.83668362,0.08445,7720.05200603,6060.0,0.82282
TOI-6008 b,TOI-6008,707.0,1.03,0.010777,4.0,3075.0,-2.32873
TOI-6016 b,TOI-6016,1890.0,13.67495645,0.055,371.85923619,6110.0,0.4609
TOI-6034 b,TOI-6034,714.0,11.92,0.02949,254.0,3635.0,-1.4034
TOI-6038 A b,TOI-6038 A,1439.0,6.41,0.069,78.5,6110.0,0.53275
TOI-6054.01,TOI-6054,1360.0,2.64,0.0763,12.5,6047.0,0.52244
TOI-6054.02,TOI-6054,1143.0,2.82,0.1079,9.3,6047.0,0.52244
TOI-6130 b,TOI-6130,1750.0,14.3474953,0.036,333.71982735,6110.0,0.4609
TOI-615 b,TOI-615,1666.0,18.97680433,0.0678,138.25535705,6850.0,0.7679
TOI-622 b,TOI-622,1388.0,9.2362001,0.0708,96.30200732,6400.0,0.47407
TOI-628 b,TOI-628,1586.0,11.88154,0.0486,2011.8639,6250.0,0.39445
TOI-6303 b,TOI-6303,541.0,11.59,0.0761,2493.0,3977.0,-1.08672
TOI-6330 b,TOI-6330,495.0,10.89,0.05763,3179.0,3539.0,-1.43168
TOI-6383 A b,TOI-6383 A,745.0,11.29,0.02292,331.0,3444.0,-1.48678
TOI-640 b,TOI-640,1749.0,19.851139,0.06608,279.6904,6460.0,0.83442
TOI-654.01,TOI-654,794.0,2.378,0.01944,8.71,3521.0,-1.60906
TOI-6628 b,TOI-6628,833.0,10.98480109,0.134,235.19302118,5463.0,-0.08778
TOI-6651 b,TOI-6651,1493.0,5.09,0.0633,61.0,5940.0,0.52244
TOI-669 b,TOI-669,1124.85,2.58606487,0.048,10.0,5597.0,-0.06248
TOI-6695 b,TOI-6695,599.0,9.52763359,0.402,66.74396547,6400.0,0.54033
TOI-674 b,TOI-674,635.0,5.25,0.025,23.6,3514.0,-1.61439
TOI-6894 b,TOI-6894,417.9,9.5836785,0.02604,53.39517238,3007.0,-2.42597
TOI-7149 b,TOI-7149,593.0,13.2,0.02603,224.0,3363.0,-1.91542
TOI-733 b,TOI-733,1055.8,1.992,0.0618,5.72,5585.0,-0.08619
TOI-757 b,TOI-757,641.0,2.5,0.122,10.5,5278.0,-0.37675
TOI-762 A b,TOI-762 A,555.4,8.33948164,0.03418,79.77493016,3266.0,-1.73283
TOI-771 b,TOI-771,543.0,1.36,0.0208,2.47,3370.0,-2.20343
TOI-776 b,TOI-776,514.0,1.85,0.0652,4.0,3709.0,-1.3098
TOI-776 c,TOI-776,415.0,2.02,0.1,5.3,3709.0,-1.3098
TOI-778 b,TOI-778,1561.0,15.4,0.06,878.0,6643.0,0.76042
TOI-782 b,TOI-782,435.0,2.734,0.0578,19.1,3370.0,-1.70246
TOI-824 b,TOI-824,1253.0,2.926,0.02177,18.467,4600.0,-0.70997
TOI-837 b,TOI-837,1022.0,9.71,0.083,116.0,6000.0,0.1038
TOI-837 b,TOI-837,995.3,9.16894621,0.0888,120.45696625,5995.0,0.1271
TOI-858 B b,TOI-858 B,1529.0,14.06727078,0.04435,349.6112477,5842.0,0.25285
TOI-892 b,TOI-892,1397.0,11.99363,0.092,301.9385,6261.0,0.43136
TOI-905 b,TOI-905,1192.0,13.125739,0.04666,211.99261,5570.0,-0.13668
TOI-954 b,TOI-954,1526.0,9.550068,0.04963,55.30242,5710.0,0.53529
TRAPPIST-1 b,TRAPPIST-1,400.1,1.086,0.01111,0.85,2559.0,-3.28067
TRAPPIST-1 c,TRAPPIST-1,341.9,1.056,0.01521,1.38,2559.0,-3.28067
TRAPPIST-1 d,TRAPPIST-1,288.0,0.772,0.02144,0.41,2559.0,-3.28067
TRAPPIST-1 e,TRAPPIST-1,251.3,0.918,0.02817,0.62,2559.0,-3.28067
TRAPPIST-1 f,TRAPPIST-1,219.0,1.045,0.0371,0.68,2559.0,-3.28067
TRAPPIST-1 g,TRAPPIST-1,198.6,1.127,0.0451,1.34,2559.0,-3.28067
TrES-1 b,TrES-1,1140.0,11.96,0.03925,238.998,5230.0,-0.359
TrES-2 b,TrES-2,1498.0,13.719816,0.03558,381.396,5850.0,0.025
TrES-3 b,TrES-3,1623.0,14.706208,0.02272,615.95454,5650.0,-0.22768
TrES-4 b,TrES-4,1785.0,19.626959,0.05092,292.4036,6200.0,0.64246
WASP-103 b,WASP-103,2508.0,17.127,0.01985,473.547,6110.0,0.413
WASP-11 b,WASP-11,960.0,10.20019,0.043,168.4499,4800.0,0.0
WASP-12 b,WASP-12,2580.0,21.2971,0.0234,467.2101,6360.0,0.60746
WASP-121 b,WASP-121,2358.0,20.904785,0.02544,375.99289,6459.0,0.51851
WASP-132 b,WASP-132,682.0,10.09929161,0.0674,136.0305582,4686.0,-0.57512
WASP-132 c,WASP-132,1329.0,1.841,0.01833,6.26,4686.0,-0.57512
WASP-156 b,WASP-156,934.5,6.02802815,0.0458,41.8,4987.0,-0.41794
WASP-161 b,WASP-161,1557.0,12.811887,0.0673,791.3967,6400.0,0.64738
WASP-163 b,WASP-163,1638.0,13.473218,0.0266,594.3421,5500.0,-0.07572
WASP-170 b,WASP-170,1422.0,12.285064,0.0337,508.528,5600.0,-0.11351
WASP-173 A b,WASP-173 A,1842.0,14.403565,0.02508,1102.8701,5767.0,0.08279
WASP-174 b,WASP-174,1528.0,16.10730527,0.05503,104.88337431,6399.0,0.43616
WASP-178 b,WASP-178,2402.0,21.74546,0.0545,448.1403,8640.0,1.21484
WASP-18 b,WASP-18,2429.0,13.89913607,0.02024,3241.8497514,6432.0,0.42813
WASP-19 b,WASP-19,2113.0,15.86070769,0.01652,366.77398168,5616.0,-0.04335
WASP-193 b,WASP-193,1254.0,16.40994774,0.0676,44.17814857,6078.0,0.27416
WASP-2 b,WASP-2,1311.0,12.116929,0.03144,295.89973,5180.0,-0.31336
WASP-2 b,WASP-2,1304.0,12.005,0.03138,290.802,5200.0,-0.328
WASP-44 b,WASP-44,1337.0,12.3299,0.03453,276.5121,5420.0,-0.19777
WASP-45 b,WASP-45,1153.0,10.603714,0.03963,306.38812,5150.0,-0.33555
WASP-53 b,WASP-53,1053.0,12.038466,0.04101,677.61356,4953.0,-0.46344
WASP-64 b,WASP-64,1689.0,14.247,0.02648,403.945,5400.0,-0.022
WASP-68 b,WASP-68,1490.0,13.9,0.06206,301.93,5911.0,0.505
WASP-69 b,WASP-69,971.0,11.21,0.0453,82.58,4792.0,-0.48149
WASP-72 b,WASP-72,2210.0,14.24,0.03708,491.3763,6250.0,0.724
WASP-73 b,WASP-73,1790.0,13.002,0.05512,597.5,6036.0,0.716
WASP-76 b,WASP-76,2231.0,20.68056939,0.03304,289.22385037,6366.0,0.65418
WASP-77 A b,WASP-77 A,1715.0,13.78704626,0.02335,529.81995447,5617.0,-0.12901
WASP-81 b,WASP-81,1623.0,16.017661,0.03908,231.69807,5870.0,0.24551
Wolf 327 b,Wolf 327,996.0,1.24,0.01,2.53,3542.0,-1.62986
Wolf 503 b,Wolf 503,790.0,2.043,0.05706,6.26,4716.0,-0.67572
XO-2 N b,XO-2 N,1319.0,11.018447,0.03684,179.89178,5340.0,-0.162
bet Pic b,bet Pic,1650.0,16.8,8.9,6356.0,8038.68,0.95282
pi Men c,HD 39091,1169.8,2.042,0.06839,4.82,6037.0,0.15957
